adresse;name;signatur
0x004bc630;recordTutorialPlayerAction;void recordTutorialPlayerAction(int param_1)
0x004bc690;SetTutorialBuildingActionState;void SetTutorialBuildingActionState(int param_1, BuildingType buildingType)
0x004bc6c0;resetTutorialActionTrackers;void resetTutorialActionTrackers(void)
0x004bc6f0;FUN_004bc6f0;undefined FUN_004bc6f0(void)
0x004bc770;SetTutorialHintActiveWithTimestamp;void SetTutorialHintActiveWithTimestamp(void)
0x004bc790;renderAnimatedTutorialFloatOverlay;void renderAnimatedTutorialFloatOverlay(int param_1, int param_2)
0x004bc910;renderTutorialFloatForUIElement;void renderTutorialFloatForUIElement(int param_1)
0x004bcba0;MenuModalRenderFunction_TutorialBox;void MenuModalRenderFunction_TutorialBox(int x, int y, int width, int height)
0x004bcec0;MenuItemActionHandler_TutorialBox_Main;void MenuItemActionHandler_TutorialBox_Main(int param_1, ...)
0x004bd0f0;MenuItemRenderFunction_TutorialBox_Main;void MenuItemRenderFunction_TutorialBox_Main(int param_1, ...)
0x004bd1b0;updateTutorialStepAndProgress;void updateTutorialStepAndProgress(void)
0x004bd800;Tutorial_IsActionAllowed;BOOLEnum Tutorial_IsActionAllowed(undefined4 actionType, int actionParam)
0x004bd980;createScenarioEventForNextMonth;void createScenarioEventForNextMonth(MapPropertiesState * this)
0x004bda80;createChainedMissionOutcomeEvents;void createChainedMissionOutcomeEvents(MapPropertiesState * this, int param_1)
0x004bde40;computeMissionCompletionScore;void computeMissionCompletionScore(MapPropertiesState * this)
0x004be590;setStartingYearAndStartingResources;void setStartingYearAndStartingResources(MapPropertiesState * this)
0x004be7e0;playEventVideoBik;undefined playEventVideoBik(void)
0x004be8a0;prepareSFXandVFX;void prepareSFXandVFX(AIMessageQueue * this, char * messageText, char * messageVfxFile, char * messageSfxFile, int param_4)
0x004be960;playNextStoredAIMessage;BOOLEnum playNextStoredAIMessage(AIMessageQueue * this)
0x004bea90;playBikVideoFromPlayer;void playBikVideoFromPlayer(AIMessageQueue * this, int playerIndex, int aiType, int messageType)
0x004beb20;updateEventYearsAndCommitBuildingAvailability;void updateEventYearsAndCommitBuildingAvailability(MapPropertiesState * this)
0x004bec10;MenuView_EditScenario_Prepare;void MenuView_EditScenario_Prepare(void)
0x004bec40;MenuItemRenderFunction_EditScenario_BaseMenuButtons;void MenuItemRenderFunction_EditScenario_BaseMenuButtons(int param_1, ...)
0x004bf1d0;MenuItemRenderFunction_EditScenario_TextBoxLike;void MenuItemRenderFunction_EditScenario_TextBoxLike(int param_1, ...)
0x004bf720;MenuItemActionHandler_UnusedChooseMessageBox_Unknown;void MenuItemActionHandler_UnusedChooseMessageBox_Unknown(int param_1, ...)
0x004bf760;MenuItemActionHandler_NewInvasion_Buttons;void MenuItemActionHandler_NewInvasion_Buttons(int param_1, ...)
0x004bfa60;MenuItemRenderFunction_NewInvasion_Buttons;void MenuItemRenderFunction_NewInvasion_Buttons(int param_1, ...)
0x004bfe20;MenuItemActionHandler_UnusedCreateMessageEvent_SetTextUnk;void MenuItemActionHandler_UnusedCreateMessageEvent_SetTextUnk(int param_1, ...)
0x004bffa0;MenuItemRenderFunction_General_EventButtonAndData;void MenuItemRenderFunction_General_EventButtonAndData(int param_1, ...)
0x004c0040;MenuItemActionHandler_NewEvent_Main;void MenuItemActionHandler_NewEvent_Main(int param_1, ...)
0x004c01b0;MenuItemRenderFunction_NewEventCondition_Main;void MenuItemRenderFunction_NewEventCondition_Main(int param_1, ...)
0x004c0860;MenuItemRenderFunction_NewEventAction_Main;void MenuItemRenderFunction_NewEventAction_Main(int param_1, ...)
0x004c0cf0;MenuItemRenderFunction_SiegeAttackingForceAndStartGoods_Main;void MenuItemRenderFunction_SiegeAttackingForceAndStartGoods_Main(int param_1, ...)
0x004c1070;MenuItemRenderFunction_TraderSettings;void MenuItemRenderFunction_TraderSettings(int param_1, ...)
0x004c1320;removeProcessedInvasionEvents;void removeProcessedInvasionEvents(MapPropertiesState * this)
0x004c13f0;spawnInvasionEventAttackWave;void spawnInvasionEventAttackWave(MapPropertiesState * this)
0x004c1770;MenuItemActionHandler_General_CreateEventCallbackFunction;void MenuItemActionHandler_General_CreateEventCallbackFunction(int param_1, ...)
0x004c2280;updateMilitaryCampaignMissionState;void updateMilitaryCampaignMissionState(MapPropertiesState * this)
0x004c3110;loadMapSiegeHeaderSections;void loadMapSiegeHeaderSections(MapPropertiesState * this, char * param_1)
0x004c31a0;processSingleplayerEvents;void processSingleplayerEvents(MapPropertiesState * this)
0x004c62a0;playNextStoredBinkVideo;void playNextStoredBinkVideo(AIMessageQueue * this)
0x004c62c0;loadMap;void loadMap(MapPropertiesState * this, char * mapName)
0x004c6820;loadMapSiegeHeaderForMissionIndex;void loadMapSiegeHeaderForMissionIndex(MapPropertiesState * this, char * param_1)
0x004c6880;loadMissionMapAndSetLord;void loadMissionMapAndSetLord(MapPropertiesState * this, int missionNumber)
0x004c68d0;SetupSkirmishMode;void SetupSkirmishMode(int skirmishTrailMission)
0x004c6b20;LoadSkirmishCampaignData;void LoadSkirmishCampaignData(int missionID)
0x004c6cd0;StoreTime;int StoreTime(void)
0x004c6d30;wipeAICMemory;void wipeAICMemory(AICState * this)
0x004c6d60;setAICParameters_01;void setAICParameters_01(AICState * this, int aicID)
0x004c7120;setAICParameters_02;void setAICParameters_02(AICState * this, int param_1)
0x004c7520;setAICParameters_03;void setAICParameters_03(AICState * this, int param_1)
0x004c7910;setAICParameters_04;void setAICParameters_04(AICState * this, int param_1)
0x004c7d20;setAICParameters_05;void setAICParameters_05(AICState * this, int param_1)
0x004c8110;setAICParameters_06;void setAICParameters_06(AICState * this, int param_1)
0x004c8530;setAICParameters_07;void setAICParameters_07(AICState * this, int param_1)
0x004c8920;setAICParameters_08;void setAICParameters_08(AICState * this, int param_1)
0x004c8d20;setAICParameters_09;void setAICParameters_09(AICState * this, int param_1)
0x004c9120;setAICParameters_10;void setAICParameters_10(AICState * this, int param_1)
0x004c94f0;setAICParameters_11;void setAICParameters_11(AICState * this, int param_1)
0x004c9900;setAICParameters_12;void setAICParameters_12(AICState * this, int param_1)
0x004c9cf0;setAICParameters_13;void setAICParameters_13(AICState * this, int param_1)
0x004ca0c0;setAICParameters_14;void setAICParameters_14(AICState * this, int param_1)
0x004ca4d0;setAICParameters_15;void setAICParameters_15(AICState * this, int param_1)
0x004ca8a0;setAICParameters_16;void setAICParameters_16(AICState * this, int param_1)
0x004cac70;clearPlayerDataInformationChunk;void clearPlayerDataInformationChunk(AICState * this)
0x004cacb0;setTargetForTribeBasedOnTargetChoiceLogic;void setTargetForTribeBasedOnTargetChoiceLogic(AICState * this, int owner, int tribe)
0x004caea0;aiUpdateTaxesAndRations;void aiUpdateTaxesAndRations(AICState * this, int playerID)
0x004cb060;setFoodBuyPlan;void setFoodBuyPlan(AICState * this, int playerID)
0x004cb120;getAIBuildInterval;int getAIBuildInterval(AICState * this, int playerID)
0x004cb150;getResourceRebuildDelay;int getResourceRebuildDelay(AICState * this, int param_1)
0x004cb180;aiFarmChoice;int aiFarmChoice(AICState * this, PlayerID playerID)
0x004cb1b0;setNextFarmTypeToBuild;int setNextFarmTypeToBuild(AICState * this, PlayerID playerID)
0x004cb220;aiShouldBuildFarm;BOOLEnum aiShouldBuildFarm(AICState * this, int playerID)
0x004cb290;aiShouldBuildWoodcutter;BOOLEnum aiShouldBuildWoodcutter(AICState * this, int playerID)
0x004cb330;aiShouldBuildQuarry;uint aiShouldBuildQuarry(AICState * this, PlayerID playerID)
0x004cb3a0;aiRequiresExtraOxtethers;undefined4 aiRequiresExtraOxtethers(AICState * this, int playerID)
0x004cb4d0;aiShouldBuildIronMine;uint aiShouldBuildIronMine(AICState * this, PlayerID playerID)
0x004cb540;aiShouldBuildPitchrig;uint aiShouldBuildPitchrig(AICState * this, PlayerID param_1)
0x004cb5b0;shouldNotBeBuildingHovel;BOOLEnum shouldNotBeBuildingHovel(AICState * this, PlayerID playerID, MappersEnum param_2)
0x004cb610;shouldWaitWithBuildingNegativeFearFactor;BOOLEnum shouldWaitWithBuildingNegativeFearFactor(AICState * this, int param_1, MappersEnum param_2)
0x004cb700;shouldWaitWithBuildingAPositiveFearFactor;BOOLEnum shouldWaitWithBuildingAPositiveFearFactor(AICState * this, int playerID, MappersEnum param_2)
0x004cb810;destroyHouse;BOOLEnum destroyHouse(AICState * this, int playerID)
0x004cb890;shouldDestroyWoodCutterUnk;BOOLEnum shouldDestroyWoodCutterUnk(AICState * this, int playerID)
0x004cb940;destroyBuildingIfNoWorker;undefined4 destroyBuildingIfNoWorker(AICState * this, int buildingID)
0x004cb9f0;shouldNotBuildMarketArmoryGranaryBarracksMercenarypost;BOOLEnum shouldNotBuildMarketArmoryGranaryBarracksMercenarypost(AICState * this, int playerID, MappersEnum param_2)
0x004cba50;planToBuyWhenLowOnResourceAndSnoozeBuildings;void planToBuyWhenLowOnResourceAndSnoozeBuildings(AICState * this, int playerID)
0x004cbe30;setupWorkshopProductionType;void setupWorkshopProductionType(AICState * this, int playerID, int buildingID)
0x004cbfa0;sellGoods;void sellGoods(AICState * this, int playerID, ResourceType resourceType, int amount)
0x004cc000;buyGoods;BOOLEnum buyGoods(AICState * this, int playerID, ResourceType resourceType, int amount)
0x004cc070;randomlySelectAttackUnitTypeToRecruit;AIUnitBehaviourType randomlySelectAttackUnitTypeToRecruit(AICState * this, int playerID)
0x004cc250;getUnitTypeForUnitBehaviourType;UnitType getUnitTypeForUnitBehaviourType(AICState * this, int playerID, AIUnitBehaviourType unitBehaviourType)
0x004cc390;GetUnitTypeIndexForUnitID;AIVUnitType GetUnitTypeIndexForUnitID(int unitID, int param_2)
0x004cc420;generateSiegeCreationInformation;void generateSiegeCreationInformation(AICState * this, int playerID, int buildingID, int unitID)
0x004cc520;aiRecruitEngineers;void aiRecruitEngineers(AICState * this, int playerID)
0x004cc5a0;assignRequiredIdleEngineersToNewTribe;int assignRequiredIdleEngineersToNewTribe(AICState * this, int playerID, int count)
0x004cc680;addEngineersToSelection;int addEngineersToSelection(AICState * this, int playerID, int unitCount)
0x004cc720;addUnitsToTribe166;void addUnitsToTribe166(AICState * this, int playerID)
0x004cc7b0;syncBehaviourType7UnitTribes;void syncBehaviourType7UnitTribes(AICState * this, int param_1)
0x004cc840;aiAddUnitToMoatDiggerTribe;void aiAddUnitToMoatDiggerTribe(AICState * this, int unitID)
0x004cc8d0;unitIDIsRangedOrArmored;undefined4 unitIDIsRangedOrArmored(AICState * this, int unitID)
0x004cc910;createTribeForUnitType;int createTribeForUnitType(AICState * this, int playerID, int unitSelectionTypeIndex)
0x004cc990;smallestTribeOfUnitType;int smallestTribeOfUnitType(AICState * this, int playerID, UnitType unitType)
0x004ccaf0;getSmallestPatrolTribe;int getSmallestPatrolTribe(AICState * this, int playerID, int tribeCount)
0x004ccbe0;getDefensiveTribeForUnit;int getDefensiveTribeForUnit(AICState * this, int playerID, int unitID)
0x004ccd20;addUnitToSmallestBehaviourTypeTribe;int addUnitToSmallestBehaviourTypeTribe(AICState * this, undefined4 playerID, undefined4 param_2, undefined4 aiUnitBehaviourType)
0x004ccfb0;ChecksAndGenerateAITribesForPlayerIfNotExisting;int ChecksAndGenerateAITribesForPlayerIfNotExisting(int playerID, int maxAmount, BOOLEnum checkOnly)
0x004cd070;CheckTribeActivityPercentages;BOOLEnum CheckTribeActivityPercentages(int tribeID, BOOLEnum ignoreShooting, BOOLEnum includeMoving)
0x004cd0c0;sendUnitsToKeep;void sendUnitsToKeep(AICState * this, int tribeID, int playerID)
0x004cd110;sendUnitsToCampfire;void sendUnitsToCampfire(AICState * this, int tribeID, int playerID)
0x004cd160;digNearestMoat;void digNearestMoat(AICState * this, int playerID)
0x004cd250;canNavigateUnitsFromTileToTargetTile;BOOLEnum canNavigateUnitsFromTileToTargetTile(AICState * this, int tribeID, int tile)
0x004cd2a0;recruitHarrassingSiegeEngines;void recruitHarrassingSiegeEngines(AICState * this, int playerID)
0x004cd560;aiRecruitSortieRangedUnits;void aiRecruitSortieRangedUnits(AICState * this, int playerID)
0x004cd690;aiRecruitSortieMeleeUnits;void aiRecruitSortieMeleeUnits(AICState * this, int playerID)
0x004cd7b0;instructTribe166ToMove;void instructTribe166ToMove(AICState * this, int playerID)
0x004cd8f0;giveMoveCommandToSortieUnits;void giveMoveCommandToSortieUnits(AICState * this, int playerID)
0x004cda50;addBuildingToTargetableBuildings;void addBuildingToTargetableBuildings(AICState * this, int buildingID)
0x004cdab0;selectBuildingFromAListOfBuildingTypes;int selectBuildingFromAListOfBuildingTypes(AICState * this, int playerID)
0x004cdb20;chooseRandomBuildingIDFromPlayersArrayOfBuildings;int chooseRandomBuildingIDFromPlayersArrayOfBuildings(AICState * this, int playerID)
0x004cdbc0;getTargetableBuildingForPlayerID;int getTargetableBuildingForPlayerID(AICState * this, int playerID, int param_2)
0x004cdca0;selectRandomBuildingIDFromListOfBuildingTypes;int selectRandomBuildingIDFromListOfBuildingTypes(AICState * this, int playerID, undefined4 param_2)
0x004cdcf0;aiShouldAttackOrWaitForTeamCoordination;BOOLEnum aiShouldAttackOrWaitForTeamCoordination(AICState * this, int playerID)
0x004cde60;setCurrentAttackStrength;void setCurrentAttackStrength(AICState * this, int playerID)
0x004cdf10;setCurrentAttackRaidParameter;void setCurrentAttackRaidParameter(AICState * this, int playerID)
0x004cdfd0;setAttackPrimeInfo;void setAttackPrimeInfo(AICState * this, int playerID, int attackedPlayerID)
0x004ce040;recomputeAIPathCostToAttackedKeep;void recomputeAIPathCostToAttackedKeep(AICState * this, int playerID, int useBorderDistance)
0x004ce110;recomputeAttackAIZone;void recomputeAttackAIZone(AICState * this)
0x004ce1a0;recomputeAIZonerLayer;void recomputeAIZonerLayer(AICState * this)
0x004ce200;computeEnemyKeepApproachTile;void computeEnemyKeepApproachTile(AICState * this, int playerID)
0x004ce3b0;setNextMoveLocationForUnits;void setNextMoveLocationForUnits(AICState * this, int playerID)
0x004ce430;removeOrganismsAndSetMoveDestinationPairs;void removeOrganismsAndSetMoveDestinationPairs(AICState * this, int playerID)
0x004ce4d0;aiRetreatUnits;void aiRetreatUnits(AICState * this, int playerID)
0x004ce5f0;sendUnitsToPlayerIDsKeepIfPossible;void sendUnitsToPlayerIDsKeepIfPossible(AICState * this, int playerID1, int playerID2)
0x004ce790;clearRallyFlagOnAllAIAttackTribes;void clearRallyFlagOnAllAIAttackTribes(AICState * this, int param_1)
0x004ce830;moveAttackTribesToLocations;void moveAttackTribesToLocations(AICState * this, int playerID)
0x004ce930;findAttackTribePositionAndPathToDefenses;void findAttackTribePositionAndPathToDefenses(AICState * this, int playerID)
0x004cea50;makeUnitsGoDefensiveAndBackToSomeLocation;void makeUnitsGoDefensiveAndBackToSomeLocation(AICState * this, int param_1)
0x004ceb50;giveMoveCommandToAttackTribes;void giveMoveCommandToAttackTribes(AICState * this, int playerID)
0x004cec80;aiChoiceAttForceRallyPercentage;BOOLEnum aiChoiceAttForceRallyPercentage(AICState * this, int param_1)
0x004ced90;percentageNonMovingTribesGTEAICSpecified;BOOLEnum percentageNonMovingTribesGTEAICSpecified(AICState * this, int playerID)
0x004ceea0;processAttForceRallyPercentage;BOOLEnum processAttForceRallyPercentage(AICState * this, int playerID)
0x004cefd0;useAITribe_0x12_toPlaceSiegeTentsAndAssignEngineers;void useAITribe_0x12_toPlaceSiegeTentsAndAssignEngineers(AICState * this, int playerID)
0x004cf180;useAITribe_0xe_toPlaceTunnels;void useAITribe_0xe_toPlaceTunnels(AICState * this, int playerID)
0x004cf270;aiCommandTribe13DefensiveWave;void aiCommandTribe13DefensiveWave(AICState * this, int param_1)
0x004cf2e0;aiCommandTribe12AggressiveApproach;void aiCommandTribe12AggressiveApproach(AICState * this, int param_1)
0x004cf400;setTribe0xCtoAggressiveAndAttack;void setTribe0xCtoAggressiveAndAttack(AICState * this, int playerID)
0x004cf470;aiCommandTribe11StandGroundToGate;void aiCommandTribe11StandGroundToGate(AICState * this, int playerID)
0x004cf4f0;sendAITribe_0xf_toAttackPatrol;void sendAITribe_0xf_toAttackPatrol(AICState * this, int playerID)
0x004cf560;setTribe0x11ToAggressiveAndAttackIfConditionMet;void setTribe0x11ToAggressiveAndAttackIfConditionMet(AICState * this, int param_1)
0x004cf5e0;setEightTribe0xc0TribesToAggressiveAndAttack;void setEightTribe0xc0TribesToAggressiveAndAttack(AICState * this, int playerID)
0x004cf660;aiCommandWallAssaultTribes;void aiCommandWallAssaultTribes(AICState * this, int param_1)
0x004cf6e0;setTribe0xbToAggressiveAndAttack;void setTribe0xbToAggressiveAndAttack(AICState * this, int playerID)
0x004cf750;sendTribeToAttack;void sendTribeToAttack(AICState * this, int playerID)
0x004cf7c0;commandFourTribesToMove;void commandFourTribesToMove(AICState * this, int playerID)
0x004cf870;clearOutdatedAITribes;void clearOutdatedAITribes(AICState * this, int playerID)
0x004cf920;giveSomeRaidCommand;undefined4 giveSomeRaidCommand(AICState * this, int tribeIndex, int tribeType)
0x004cfa10;addRallyPointForTribe;void addRallyPointForTribe(AICState * this, int tribeID)
0x004cfb20;disbandAIPlayerSiegeUnits;void disbandAIPlayerSiegeUnits(AICState * this, int playerID)
0x004cfbc0;countSiegeEngineUnits;int countSiegeEngineUnits(AICState * this, int playerID)
0x004cfcd0;aiCommandSiegeEngineTribes;void aiCommandSiegeEngineTribes(AICState * this, int playerID)
0x004cff60;yieldCowThrow;BOOLEnum yieldCowThrow(AICState * this, int playerID)
0x004cffd0;hasNoTroopsOrAllAreDiggers;BOOLEnum hasNoTroopsOrAllAreDiggers(AICState * this, int playerID)
0x004d00a0;hasNotEnoughSupplies;BOOLEnum hasNotEnoughSupplies(AICState * this, int playerID)
0x004d0110;setAttackCoordinationLevel;void setAttackCoordinationLevel(AICState * this, int playerID)
0x004d0190;teamIsWeakRelativeToEnemy;BOOLEnum teamIsWeakRelativeToEnemy(AICState * this, int playerID, BOOLEnum param_2)
0x004d0280;destroyAnyBuildingInCategory;void destroyAnyBuildingInCategory(AICState * this, int playerID, AINervousDestroyBuildingCategory buildingCategory)
0x004d0520;isResourceLargerOrEqualThanMinimumGoodsRequiredAfterTrade;BOOLEnum isResourceLargerOrEqualThanMinimumGoodsRequiredAfterTrade(AICState * this, int playerID, ResourceType resourceType, int buffer)
0x004d0580;aiOfTypeInCurrentGame;BOOLEnum aiOfTypeInCurrentGame(AICState * this, int param_1)
0x004d05d0;shareGoldAmongTeamMembers;int shareGoldAmongTeamMembers(AICState * this, int playerID, int gold)
0x004d07c0;playTauntToAttackedPlayerBikFromPlayer;void playTauntToAttackedPlayerBikFromPlayer(AICState * this, int playerID)
0x004d0830;playAnger1BikFromPlayer;void playAnger1BikFromPlayer(AICState * this, int playerID)
0x004d08b0;playPlayerKilledBiksFromKilledAndKillerPlayer;void playPlayerKilledBiksFromKilledAndKillerPlayer(AICState * this, int killerPlayerID, int killedPlayerID)
0x004d0a20;playGoodsRequestBikFromPlayerToPlayer;void playGoodsRequestBikFromPlayerToPlayer(AICState * this, int playerID, int targetPlayerID)
0x004d0a80;playThanksBikFromPlayerToPlayer;void playThanksBikFromPlayerToPlayer(AICState * this, int playerID, int targetPlayerID)
0x004d0b10;playNervous2BikFromPlayer;void playNervous2BikFromPlayer(AICState * this, int playerID)
0x004d0b70;playGoodsNotSentBikFromPlayer;void playGoodsNotSentBikFromPlayer(AICState * this, int playerID)
0x004d0bb0;playGoodsSentBikFromPlayerToPlayer;void playGoodsSentBikFromPlayerToPlayer(AICState * this, int playerID, int targetPlayerID)
0x004d0c00;playAnger2BikFromPlayerToPlayer;void playAnger2BikFromPlayerToPlayer(AICState * this, int playerID, int targetPlayerID)
0x004d0c70;playVictory2BikFromPlayerToPlayer;void playVictory2BikFromPlayerToPlayer(AICState * this, int playerID, int targetPlayerID)
0x004d0cf0;playNervous1BikFromPlayer;void playNervous1BikFromPlayer(AICState * this, int playerID)
0x004d0d40;playRequestHelpBikFromPlayer;void playRequestHelpBikFromPlayer(AICState * this, int playerID)
0x004d0db0;PlayWillNotHelp1BikFromPlayerToPlayer;void PlayWillNotHelp1BikFromPlayerToPlayer(int playerID, int targetPlayerID)
0x004d0e00;PlayWillNotHelp2BikFromPlayerToPlayer;void PlayWillNotHelp2BikFromPlayerToPlayer(int playerID, int targetPlayerID)
0x004d0e50;PlayWillHelpBikFromPlayerToPlayer;void PlayWillHelpBikFromPlayerToPlayer(int playerID, int targetPlayerID)
0x004d0ea0;PlayWillNotAttack1BikFromPlayerToPlayer;void PlayWillNotAttack1BikFromPlayerToPlayer(int playerID, int targetPlayerID)
0x004d0ef0;PlayWillNotAttack2BikFromPlayerToPlayer;void PlayWillNotAttack2BikFromPlayerToPlayer(int playerID, int targetPlayerID)
0x004d0f40;PlayWillAttackBikFromPlayerToPlayer;void PlayWillAttackBikFromPlayerToPlayer(int playerID, int targetPlayerID)
0x004d0f90;playJokeBikFromAIToHuman;void playJokeBikFromAIToHuman(AICState * this, int playerID, int aiType)
0x004d0fc0;playFriendlyVictoryBikFromPlayer;void playFriendlyVictoryBikFromPlayer(AICState * this, int playerID)
0x004d1000;playTeamWinningBikFromPlayer;void playTeamWinningBikFromPlayer(AICState * this, int playerID)
0x004d1050;playNoHelpBikFromPlayer;void playNoHelpBikFromPlayer(AICState * this, int playerID)
0x004d1090;setTriggerForAITauntResponse;void setTriggerForAITauntResponse(AICState * this)
0x004d10b0;someChatMessageSelection;void someChatMessageSelection(AICState * this)
0x004d12a0;getCurrentDesiredAttackRaidUnitCount;undefined getCurrentDesiredAttackRaidUnitCount(void)
0x004d1320;renderDebugDataAiInfo;void renderDebugDataAiInfo(AICState * this, int x, int y, int width, int height)
0x004d1700;StoreCurrentGameIntoTemporarySKMasterEntry;BOOLEnum StoreCurrentGameIntoTemporarySKMasterEntry(int score)
0x004d18b0;setInitialAIC;void setInitialAIC(AICState * this)
0x004d1950;aiRegisterTribeAndAssignTarget;void aiRegisterTribeAndAssignTarget(AICState * this, int tribeID, int tribeUID)
0x004d1a00;decideOnTribeAttackLocation;void decideOnTribeAttackLocation(AICState * this, uint tribeID_OR_moatWasHit)
0x004d1d60;sellExcessGoods;void sellExcessGoods(AICState * this, int param_1)
0x004d1f00;requestGoods;void requestGoods(AICState * this, int playerID, ResourceType resourceType, int amount)
0x004d2000;aiCreateSiegeUnits;void aiCreateSiegeUnits(AICState * this, int playerID)
0x004d2500;aiRecruitEngineerForOilDuty;void aiRecruitEngineerForOilDuty(AICState * this, int playerID)
0x004d2660;assignUnitToATribe;void assignUnitToATribe(AICState * this, int unitID)
0x004d2730;addUnitToSmallestPatrolTribe;void addUnitToSmallestPatrolTribe(AICState * this, int unitID)
0x004d2790;aiAssignUnitToDefensiveTribe;void aiAssignUnitToDefensiveTribe(AICState * this, int unitID)
0x004d27e0;addUnitToItsTribe;void addUnitToItsTribe(AICState * this, int unitID, int aiUnitBehaviourType)
0x004d2830;ifHasTribe0SendUnitsToKeep;void ifHasTribe0SendUnitsToKeep(AICState * this, int playerID)
0x004d2870;sendTribeAtOffset1ToCampfire;void sendTribeAtOffset1ToCampfire(AICState * this, int playerID)
0x004d28b0;aiGiveOuterPatrolCommand;void aiGiveOuterPatrolCommand(AICState * this, int playerID)
0x004d2a70;aiGiveRaidInstructions;void aiGiveRaidInstructions(AICState * this, int playerID)
0x004d2e00;sendTribeToAIVLocationSlot;void sendTribeToAIVLocationSlot(AICState * this, int tribeID, AIVUnitType aivUnitType, int slotIndex)
0x004d2ec0;computeAttackPossibilities;void computeAttackPossibilities(AICState * this, int playerID)
0x004d2f80;moveAttackingUnitsToNextRallyPoint;void moveAttackingUnitsToNextRallyPoint(AICState * this, int playerID)
0x004d30e0;sendUnitsToAttackBreachedCastle;undefined4 sendUnitsToAttackBreachedCastle(AICState * this, int attackingPlayerIndex)
0x004d3320;updateAIStrengthState;void updateAIStrengthState(AICState * this, int playerID, int aiRecruitUnitChoicePreference)
0x004d3780;computeNervousness;void computeNervousness(AICState * this, int playerID)
0x004d3850;determineAIPlayerHelp;BOOLEnum determineAIPlayerHelp(AICState * this, int playerID, int requestedByPlayerID)
0x004d38c0;determineAIPlayerAttackRequestResponse;BOOLEnum determineAIPlayerAttackRequestResponse(AICState * this, int playerID, undefined4 param_2, int requestedByPlayerID)
0x004d3940;Constructor_AICState;AICState * Constructor_AICState(AICState * this)
0x004d3960;makeOutpostTribesAttack;void makeOutpostTribesAttack(AICState * this)
0x004d39b0;buyRequiredGoods;void buyRequiredGoods(AICState * this, int param_1)
0x004d3ae0;aiRecruitUnits;void aiRecruitUnits(AICState * this, int playerID)
0x004d3f20;aiAssignMoatDiggers;void aiAssignMoatDiggers(AICState * this, int playerID)
0x004d4040;addEngineersToTribe;void addEngineersToTribe(AICState * this, int playerID)
0x004d40b0;aiReassignTunnelersToTribe;void aiReassignTunnelersToTribe(AICState * this, int param_1)
0x004d4130;sendRangedUnitTribesToAIVSlotsOrKeepIfNervous;void sendRangedUnitTribesToAIVSlotsOrKeepIfNervous(AICState * this, int playerID)
0x004d4220;sendCertainUnitTribesToAIVSlotsOrKeepIfNervousAndNotEnclosed;void sendCertainUnitTribesToAIVSlotsOrKeepIfNervousAndNotEnclosed(AICState * this, int playerID)
0x004d4340;sendWallPatrolUnitTribesToAIVLocations;void sendWallPatrolUnitTribesToAIVLocations(AICState * this, int playerID)
0x004d44e0;sendOilMenForOilPickupOrToAIVLocations;void sendOilMenForOilPickupOrToAIVLocations(AICState * this, int playerID)
0x004d45e0;abortAttackAndGoIdle;void abortAttackAndGoIdle(AICState * this, int playerID)
0x004d4630;recreateEngineersTribe;void recreateEngineersTribe(AICState * this, int playerID)
0x004d4680;selectAttackTarget;void selectAttackTarget(AICState * this, int playerID)
0x004d48f0;aiBuyAndSellGoods;void aiBuyAndSellGoods(AICState * this, int playerID)
0x004d4940;updateTribeLocations;void updateTribeLocations(AICState * this, int playerID)
0x004d49e0;updateAIPlayerState;void updateAIPlayerState(AICState * this, int playerID)
0x004d5010;readSkMasters2;void readSkMasters2(void)
0x004d5180;WriteSkMasters2;void WriteSkMasters2(void)
0x004d52a0;StoreGameIntoSKMasters;void StoreGameIntoSKMasters(int score)
0x004d5370;SkirmishLeaderboard_DeleteEntry;void SkirmishLeaderboard_DeleteEntry(int index)
0x004d53e0;updateAIBehaviour;void updateAIBehaviour(AICState * this)
0x004d55d0;MenuView_GameLost_Prepare;void MenuView_GameLost_Prepare(void)
0x004d5780;ComputeSkMasterScore;int ComputeSkMasterScore(int playerID)
0x004d5810;RenderGreatestLordScreen;void RenderGreatestLordScreen(void)
0x004d6bc0;MenuItemActionHandler_MissionEndscreen_Main;void MenuItemActionHandler_MissionEndscreen_Main(int param_1, ...)
0x004d6d20;MenuItemRenderFunction_MissionEndscreen_Main;void MenuItemRenderFunction_MissionEndscreen_Main(int param_1, ...)
0x004d6ef0;MenuView_CampaignUnk_DoEveryFrame;void MenuView_CampaignUnk_DoEveryFrame(void)
0x004d6f20;MenuItemActionHandler_Unknown27CampaignUnk_Main;void MenuItemActionHandler_Unknown27CampaignUnk_Main(int param_1, ...)
0x004d6f60;ParseCampaignMapHotspotBitmap;void ParseCampaignMapHotspotBitmap(void)
0x004d7200;ResetEventStatusUnk;void ResetEventStatusUnk(void)
0x004d76a0;RenderMissionObjectivesUnk;int RenderMissionObjectivesUnk(void)
0x004d8250;MenuItemRenderFunction_ScenarioDescription_Main;void MenuItemRenderFunction_ScenarioDescription_Main(int param_1, ...)
0x004d8570;MenuItemActionHandler_ScenarioDescription_Main;void MenuItemActionHandler_ScenarioDescription_Main(int param_1, ...)
0x004d8a20;ReadMapHeaderFromFile;void ReadMapHeaderFromFile(char * param_1)
